Image1,X1,Y1,W1,H1,ProcessingTime1,Image2,X2,Y2,W2,H2,ProcessingTime2
image_customer/21/21_4.jpg,71,16,78,110,0.4990444183349609,image_customer/68/68_3.jpg,318,45,103,131,0.5148787498474121
image_customer/2/2.jpg,309,68,198,265,0.5046985149383545,image_customer/24/24_3.jpg,110,42,85,104,0.5210769176483154
image_customer/4/4_4.jpg,173,34,262,379,0.5094468593597412,image_customer/71/71_2.jpg,1632,330,659,850,0.5126593112945557
image_customer/44/44_2.jpg,81,71,192,254,0.6539711952209473,image_customer/7/7_4.jpg,78,67,80,107,0.8160378932952881
image_customer/51/51_3.jpg,208,48,148,195,0.83542799949646,image_customer/66/66_3.jpg,356,90,222,349,0.8086156845092773
image_customer/33/33_3.jpg,36,47,100,143,0.7970104217529297,image_customer/56/56_4.jpg,273,266,596,866,0.758450984954834
image_customer/15/15_2.jpg,207,74,224,299,0.6668386459350586,image_customer/29/29_2.jpg,233,53,81,116,0.5130953788757324
image_customer/24/24_4.jpg,265,315,544,713,0.5008411407470703,image_customer/59/59.jpg,215,199,196,281,0.516303300857544
image_customer/25/25_3.jpg,304,259,405,546,0.5052213668823242,image_customer/62/62_4.jpg,100,63,129,171,0.5161325931549072
image_customer/51/51_3.jpg,208,48,148,195,0.5126993656158447,image_customer/62/62_4.jpg,100,63,129,171,0.5149538516998291
image_customer/64/64_3.jpg,76,25,53,72,0.5069379806518555,image_customer/71/71_4.jpg,817,136,272,372,0.5141842365264893
image_customer/17/17_4.jpg,78,42,105,149,0.4997148513793945,image_customer/18/18_4.jpg,491,95,356,464,0.5176925659179688
image_customer/10/10.jpg,214,164,322,417,0.5051693916320801,image_customer/60/60.jpg,215,323,234,336,0.5159118175506592
image_customer/22/22_3.jpg,479,109,160,234,0.4996936321258545,image_customer/5/5_3.jpg,147,27,139,194,0.5216901302337646
image_customer/27/27.jpg,219,92,272,399,0.5030229091644287,image_customer/40/40_2.jpg,204,52,138,183,0.5114612579345703
image_customer/14/14.jpg,102,71,228,307,0.5004394054412842,image_customer/25/25.jpg,97,61,173,246,0.6468844413757324
image_customer/36/36.jpg,207,31,103,143,0.8109703063964844,image_customer/66/66_3.jpg,356,90,222,349,0.801445484161377
image_customer/39/39.jpg,255,67,214,303,0.8221940994262695,image_customer/62/62_4.jpg,100,63,129,171,0.8137350082397461
image_customer/44/44_2.jpg,81,71,192,254,0.7955203056335449,image_customer/72/72_4.jpg,143,103,104,129,0.617135763168335
image_customer/37/37_2.jpg,325,134,152,219,0.512563943862915,image_customer/40/40_3.jpg,327,278,557,771,0.5084414482116699
image_customer/26/26_4.jpg,960,534,797,1175,0.5082931518554688,image_customer/56/56_2..jpg,468,94,271,404,0.5104801654815674
image_customer/28/28_4.jpg,393,95,310,313,0.5075573921203613,image_customer/62/62.jpg,29,54,130,184,0.5181591510772705
image_customer/45/45.jpg,110,71,170,280,0.5073535442352295,image_customer/6/6_2.jpg,241,53,128,160,0.5191299915313721
image_customer/35/35.jpg,102,151,384,553,0.504298210144043,image_customer/62/62_3.jpg,80,39,56,79,0.5185863971710205
image_customer/33/33.jpg,40,41,117,157,0.4993813037872314,image_customer/69/69.jpg,64,31,102,148,0.5196406841278076
image_customer/42/42_3.jpg,349,74,234,324,0.5019276142120361,image_customer/59/59_2.jpg,115,39,74,100,0.5129621028900146
image_customer/11/11_4.jpg,575,80,284,352,0.5044951438903809,image_customer/71/71_2.jpg,1632,330,659,850,0.5062687397003174
image_customer/61/61_3.jpg,133,36,81,131,0.5183722972869873,image_customer/67/67_4.jpg,602,169,494,734,0.7706248760223389
image_customer/19/19_3.jpg,416,158,402,552,0.8198556900024414,image_customer/68/68_4.jpg,115,58,136,169,0.8112094402313232
image_customer/11/11_4.jpg,575,80,284,352,0.8333780765533447,image_customer/4/4_3.jpg,352,96,193,287,0.7794983386993408
image_customer/20/20_3.jpg,194,155,234,339,0.7471866607666016,image_customer/65/65_3.jpg,319,55,141,188,0.543243408203125
image_customer/15/15.jpg,391,61,218,317,0.5080459117889404,image_customer/68/68_3.jpg,318,45,103,131,0.5196495056152344
image_customer/10/10_3.jpg,234,103,125,166,0.505063533782959,image_customer/66/66_3.jpg,356,90,222,349,0.5241365432739258
image_customer/2/2_4.jpg,273,25,179,239,0.5061111450195312,image_customer/56/56.jpg,60,54,97,138,0.516024112701416
image_customer/56/56_4.jpg,273,266,596,866,0.5147600173950195,image_customer/65/65_3.jpg,319,55,141,188,0.5179150104522705
image_customer/35/35_3.jpg,224,141,211,287,0.5048055648803711,image_customer/47/47.jpg,122,110,243,342,0.5194122791290283
image_customer/35/35_3.jpg,224,141,211,287,0.5061571598052979,image_customer/49/49_2.jpg,64,27,86,127,0.5166356563568115
image_customer/57/57.jpg,74,116,224,281,0.4989259243011474,image_customer/58/58_2.jpg,57,55,75,100,0.5183413028717041
image_customer/18/18_2.jpg,337,229,556,694,0.5143046379089355,image_customer/62/62_2.jpg,115,63,131,181,0.5055146217346191
image_customer/22/22_4.jpg,470,119,260,336,0.5175280570983887,image_customer/71/71_2.jpg,1632,330,659,850,0.7275247573852539
image_customer/48/48_2.jpg,78,-13,103,138,0.8241190910339355,image_customer/61/61_2.jpg,152,28,147,218,0.8181583881378174
image_customer/31/31_4.jpg,34,75,112,128,0.8317558765411377,image_customer/52/52_4.jpg,733,214,374,492,0.7835757732391357
image_customer/27/27_2.jpg,154,138,334,458,0.7479515075683594,image_customer/3/3_3.jpg,54,22,95,120,0.5717487335205078
image_customer/2/2_2.jpg,196,35,153,222,0.5019955635070801,image_customer/49/49.jpg,244,79,269,405,0.5274257659912109
image_customer/27/27_2.jpg,154,138,334,458,0.5023221969604492,image_customer/71/71.jpg,199,158,279,400,0.5181756019592285
image_customer/1/1_3.jpg,249,118,187,234,0.503241777420044,image_customer/44/44.jpg,284,348,700,1043,0.5149996280670166
image_customer/16/16_2.jpg,355,15,236,347,0.5057637691497803,image_customer/67/67_2.jpg,323,245,385,578,0.5193808078765869
image_customer/58/58_2.jpg,57,55,75,100,0.5037975311279297,image_customer/7/7_4.jpg,78,67,80,107,0.5189590454101562
image_customer/28/28.jpg,292,91,258,290,0.5086362361907959,image_customer/51/51_2.jpg,407,80,402,519,0.5153841972351074
image_customer/21/21_2.jpg,102,13,65,97,0.5070421695709229,image_customer/6/6_2.jpg,241,53,128,160,0.5119709968566895
image_customer/4/4.jpg,352,123,243,342,0.5073866844177246,image_customer/51/51_4.jpg,70,59,107,137,0.5176205635070801
image_customer/62/62_2.jpg,115,63,131,181,0.5087134838104248,image_customer/67/67_2.jpg,323,245,385,578,0.5114514827728271
image_customer/14/14_4.jpg,328,87,218,287,0.7498042583465576,image_customer/39/39.jpg,255,67,214,303,0.8309326171875
image_customer/16/16_3.jpg,177,48,122,172,0.8045461177825928,image_customer/37/37_3.jpg,83,0,102,122,0.8247370719909668
image_customer/24/24_4.jpg,265,315,544,713,0.7724363803863525,image_customer/5/5_2.jpg,208,38,175,239,0.7715551853179932
image_customer/19/19_2.jpg,406,108,240,335,0.5445573329925537,image_customer/24/24_2.jpg,117,28,41,53,0.5115053653717041
image_customer/18/18_3.jpg,102,54,168,207,0.5104613304138184,image_customer/26/26.jpg,271,226,574,821,0.5150716304779053
image_customer/45/45.jpg,110,71,170,280,0.508772611618042,image_customer/60/60_2.jpg,1205,240,685,959,0.531113862991333
image_customer/68/68_2.jpg,44,56,209,278,0.5047383308410645,image_customer/7/7_3.jpg,89,56,145,194,0.5258216857910156
image_customer/12/12_2.jpg,73,73,118,153,0.5059747695922852,image_customer/68/68_3.jpg,318,45,103,131,0.5223779678344727
image_customer/5/5_3.jpg,147,27,139,194,0.504880428314209,image_customer/63/63_4.jpg,72,31,68,94,0.5273258686065674
image_customer/61/61_2.jpg,152,28,147,218,0.5044817924499512,image_customer/7/7_3.jpg,89,56,145,194,0.518552303314209
image_customer/12/12_2.jpg,73,73,118,153,0.50421142578125,image_customer/33/33_4.jpg,321,190,317,438,0.517707347869873
image_customer/23/23_2.jpg,114,50,158,204,0.5056452751159668,image_customer/8/8_4..jpg,488,187,244,312,0.514582633972168
image_customer/24/24.jpg,211,88,208,262,0.6125500202178955,image_customer/26/26_2.jpg,221,67,158,225,0.8358454704284668
image_customer/14/14_4.jpg,328,87,218,287,0.8156356811523438,image_customer/43/43_4.jpg,172,37,133,191,0.8130059242248535
image_customer/19/19_4.jpg,197,271,428,586,0.8068451881408691,image_customer/46/46_2.jpg,118,32,65,92,0.7700653076171875
image_customer/17/17.jpg,265,126,269,377,0.6795210838317871,image_customer/26/26.jpg,271,226,574,821,0.5053808689117432
image_customer/10/10_2.jpg,181,96,211,263,0.5177268981933594,image_customer/49/49_3.jpg,413,91,274,374,0.502448558807373
image_customer/11/11_2.jpg,243,39,141,199,0.5214471817016602,image_customer/4/4_3.jpg,352,96,193,287,0.5003478527069092
image_customer/13/13_2.jpg,218,98,175,222,0.5209109783172607,image_customer/54/54_4.jpg,931,295,283,384,0.4998199939727783
image_customer/13/13_4.jpg,244,41,186,253,0.5167016983032227,image_customer/7/7_2.jpg,105,29,87,105,0.5216331481933594
image_customer/61/61_2.jpg,152,28,147,218,0.6200087070465088,image_customer/69/69_4.jpg,449,149,317,411,0.8104751110076904
image_customer/22/]22_2.jpg,1283,219,556,808,0.8113613128662109,image_customer/29/29.jpg,112,252,416,516,0.8072037696838379
image_customer/14/14_2.jpg,154,28,277,381,0.814488410949707,image_customer/62/62_4.jpg,100,63,129,171,0.773094654083252
image_customer/11/11_3.jpg,285,77,232,293,0.8070120811462402,image_customer/44/44_2.jpg,81,71,192,254,0.8076632022857666
image_customer/43/43_2.jpg,289,193,435,654,0.8054299354553223,image_customer/72/72_4.jpg,143,103,104,129,0.8129329681396484
image_customer/5/5_3.jpg,147,27,139,194,0.8080034255981445,image_customer/60/60_4.jpg,367,85,280,407,0.7739713191986084
image_customer/48/48_3.jpg,709,252,658,925,0.7044575214385986,image_customer/69/69.jpg,64,31,102,148,0.511021614074707
image_customer/37/37_3.jpg,83,0,102,122,0.507927417755127,image_customer/53/53_3.jpg,735,95,276,401,0.5138635635375977
image_customer/51/51_3.jpg,208,48,148,195,0.5214953422546387,image_customer/64/64.jpg,72,42,78,113,0.5446693897247314
image_customer/29/29_4.jpg,52,97,201,274,0.548377275466919,image_customer/47/47_3.jpg,405,101,202,287,0.5204198360443115
image_customer/26/26_4.jpg,960,534,797,1175,0.515491247177124,image_customer/31/31_4.jpg,34,75,112,128,0.5066349506378174
image_customer/45/45_4.jpg,165,24,62,100,0.5192155838012695,image_customer/66/66.jpg,47,56,86,137,0.5050928592681885
image_customer/25/25_4.jpg,704,168,424,578,0.5133657455444336,image_customer/61/61_3.jpg,133,36,81,131,0.5085446834564209
image_customer/10/10.jpg,214,164,322,417,0.5193555355072021,image_customer/41/41_4.jpg,152,166,368,490,0.5066728591918945
image_customer/22/]22_2.jpg,1283,219,556,808,0.5217270851135254,image_customer/45/45_2.jpg,753,131,246,393,0.5024807453155518
image_customer/41/41_4.jpg,152,166,368,490,0.6051452159881592,image_customer/63/63_3.jpg,165,78,166,230,0.8038382530212402
image_customer/30/30_2.jpg,52,47,97,129,0.8148345947265625,image_customer/61/61.jpg,77,21,67,103,0.841480016708374
image_customer/13/13_2.jpg,218,98,175,222,0.832005500793457,image_customer/62/62.jpg,29,54,130,184,0.7632412910461426
image_customer/32/32_2.jpg,290,72,174,237,0.7321467399597168,image_customer/9/9_3.jpg,387,374,627,891,0.5180337429046631
image_customer/32/32.jpg,163,125,253,347,0.505908727645874,image_customer/51/51_2.jpg,407,80,402,519,0.5149881839752197
image_customer/11/11_2.jpg,243,39,141,199,0.5108113288879395,image_customer/51/51.jpg,176,173,248,319,0.5166902542114258
image_customer/40/40_2.jpg,204,52,138,183,0.508162260055542,image_customer/6/6_3.jpg,199,110,159,201,0.5135595798492432
image_customer/59/59_4.jpg,275,300,551,780,0.5087246894836426,image_customer/62/62_2.jpg,115,63,131,181,0.5148143768310547
image_customer/28/28_3.jpg,71,19,115,133,0.5099632740020752,image_customer/32/32_2.jpg,290,72,174,237,0.5188701152801514
image_customer/66/66.jpg,47,56,86,137,0.5071277618408203,image_customer/7/7_4.jpg,78,67,80,107,0.5205347537994385
image_customer/60/60.jpg,215,323,234,336,0.5146012306213379,image_customer/61/61_4.jpg,153,76,246,400,0.549462080001831
image_customer/26/26_2.jpg,221,67,158,225,0.5212616920471191,image_customer/54/54_2.jpg,257,118,260,341,0.5323898792266846
image_customer/55/55_4.jpg,769,227,694,980,0.518639087677002,image_customer/62/62_4.jpg,100,63,129,171,0.6206724643707275
image_customer/32/32_3.jpg,33,44,110,156,0.8196678161621094,image_customer/59/59_4.jpg,275,300,551,780,0.8133883476257324
image_customer/40/40.jpg,65,52,83,115,0.8057470321655273,image_customer/41/41.jpg,120,86,216,325,0.802009105682373
image_customer/19/19.jpg,508,142,345,486,0.7656855583190918,image_customer/55/55_3.jpg,133,-15,166,223,0.738539457321167
image_customer/18/18_4.jpg,491,95,356,464,0.5068271160125732,image_customer/66/66_4.jpg,389,91,220,347,0.5183906555175781
image_customer/11/11_4.jpg,575,80,284,352,0.4997808933258056,image_customer/14/14_3.jpg,293,97,251,342,0.5169873237609863
image_customer/46/46_2.jpg,118,32,65,92,0.5085160732269287,image_customer/8/8.jpg,35,74,107,129,0.550011157989502
image_customer/11/11_4.jpg,575,80,284,352,0.513024091720581,image_customer/66/66.jpg,47,56,86,137,0.5160138607025146
image_customer/54/54.jpg,270,71,167,210,0.5060796737670898,image_customer/56/56.jpg,60,54,97,138,0.5134358406066895
image_customer/21/21_3.jpg,176,36,183,285,0.5067112445831299,image_customer/51/51_2.jpg,407,80,402,519,0.5148918628692627
image_customer/30/30.jpg,168,141,227,294,0.5050804615020752,image_customer/40/40_2.jpg,204,52,138,183,0.5224654674530029
image_customer/35/35.jpg,102,151,384,553,0.5049324035644531,image_customer/6/6_3.jpg,199,110,159,201,0.520012617111206
image_customer/27/27_2.jpg,154,138,334,458,0.507194995880127,image_customer/48/48.jpg,109,35,310,376,0.5183100700378418
image_customer/15/15_4.jpg,414,45,152,214,0.539299488067627,image_customer/65/65_2.jpg,884,202,358,497,0.7903084754943848
image_customer/20/20.jpg,51,23,82,112,0.8248205184936523,image_customer/70/70_3.jpg,304,22,318,441,0.8146219253540039
image_customer/52/52.jpg,166,120,285,387,0.82948899269104,image_customer/55/55_2.jpg,59,54,114,151,0.794593334197998
image_customer/35/35_4.jpg,931,823,1367,1847,0.6654634475708008,image_customer/72/72_2.jpg,488,647,834,1081,0.5162222385406494
image_customer/28/28_2.jpg,206,43,184,198,0.5058140754699707,image_customer/41/41_3.jpg,760,351,657,963,0.5210399627685547
image_customer/15/15_3.jpg,266,55,148,208,0.499263048171997,image_customer/33/33_2.jpg,201,130,228,322,0.5180811882019043
image_customer/53/53.jpg,424,76,208,321,0.5001509189605713,image_customer/71/71_4.jpg,817,136,272,372,0.5203249454498291
image_customer/36/36_4.jpg,134,32,69,92,0.5020751953125,image_customer/54/54_2.jpg,257,118,260,341,0.5232839584350586
image_customer/26/26.jpg,271,226,574,821,0.5033144950866699,image_customer/46/46_2.jpg,118,32,65,92,0.5190877914428711
image_customer/17/17_2.jpg,376,88,171,238,0.5082674026489258,image_customer/2/2_2.jpg,196,35,153,222,0.5147273540496826
image_customer/19/19.jpg,508,142,345,486,0.5094192028045654,image_customer/26/26_2.jpg,221,67,158,225,0.5163242816925049
image_customer/13/13.jpg,281,53,137,180,0.5046241283416748,image_customer/8/8.jpg,35,74,107,129,0.6904573440551758
image_customer/1/1_4.jpg,359,276,273,349,0.8307061195373535,image_customer/67/67.jpg,52,87,75,110,0.8164165019989014
image_customer/53/53_4.jpg,756,100,443,658,0.8263483047485352,image_customer/58/58_3.jpg,153,74,167,250,0.7883861064910889
image_customer/13/13.jpg,281,53,137,180,0.794452428817749,image_customer/3/3_3.jpg,54,22,95,120,0.6187312602996826
image_customer/1/1_2.jpg,178,114,267,312,0.520355224609375,image_customer/63/63_3.jpg,165,78,166,230,0.5033571720123291
image_customer/61/61.jpg,77,21,67,103,0.520125150680542,image_customer/9/9_2.jpg,117,31,74,95,0.5140571594238281
image_customer/34/34_2.jpg,105,26,73,97,0.521324634552002,image_customer/37/37.jpg,489,147,590,923,0.5101888179779053
image_customer/17/17_2.jpg,376,88,171,238,0.5108349323272705,image_customer/46/46_3.jpg,334,122,476,683,0.5094583034515381
image_customer/11/11.jpg,98,14,86,117,0.506505012512207,image_customer/64/64_3.jpg,76,25,53,72,0.5146098136901855
image_customer/19/19_2.jpg,406,108,240,335,0.5051918029785156,image_customer/36/36.jpg,207,31,103,143,0.5152151584625244
image_customer/5/5_4.jpg,235,77,210,258,0.5027351379394531,image_customer/58/58_3.jpg,153,74,167,250,0.5152742862701416
image_customer/30/30_2.jpg,52,47,97,129,0.500417947769165,image_customer/72/72_2.jpg,488,647,834,1081,0.5195226669311523
image_customer/33/33_3.jpg,36,47,100,143,0.4993972778320312,image_customer/36/36_4.jpg,134,32,69,92,0.5166275501251221
image_customer/11/11.jpg,98,14,86,117,0.6296615600585938,image_customer/58/58.jpg,68,34,84,124,0.8293979167938232
image_customer/27/27_3.jpg,105,103,168,242,0.8112878799438477,image_customer/45/45_2.jpg,753,131,246,393,0.8006811141967773
image_customer/16/16.jpg,184,118,170,248,0.8034050464630127,image_customer/4/4_4.jpg,173,34,262,379,0.7739031314849854
image_customer/37/37_4.jpg,118,24,83,107,0.5157253742218018,image_customer/4/4_4.jpg,173,34,262,379,0.502272367477417
image_customer/52/52_4.jpg,733,214,374,492,0.519033670425415,image_customer/9/9.jpg,216,55,122,172,0.5017044544219971
image_customer/16/16_4.jpg,113,15,71,99,0.51265549659729,image_customer/58/58_3.jpg,153,74,167,250,0.5052638053894043
image_customer/21/21_3.jpg,176,36,183,285,0.5183560848236084,image_customer/26/26_2.jpg,221,67,158,225,0.5079545974731445
image_customer/19/19_4.jpg,197,271,428,586,0.515148401260376,image_customer/6/6_3.jpg,199,110,159,201,0.5017600059509277
image_customer/3/3_3.jpg,54,22,95,120,0.5119185447692871,image_customer/34/34_3.jpg,514,149,278,387,0.5016233921051025
image_customer/19/19_2.jpg,406,108,240,335,0.51849365234375,image_customer/34/34_2.jpg,105,26,73,97,0.5000793933868408
image_customer/1/1_3.jpg,249,118,187,234,0.5268290042877197,image_customer/3/3_4.jpg,78,271,316,420,0.5054090023040771
image_customer/32/32.jpg,163,125,253,347,0.5178055763244629,image_customer/43/43_3.jpg,89,71,183,272,0.5629243850708008
image_customer/23/23_3.jpg,829,81,246,343,0.8037512302398682,image_customer/27/27_2.jpg,154,138,334,458,0.8085775375366211
image_customer/35/35_3.jpg,224,141,211,287,0.8065640926361084,image_customer/51/51_3.jpg,208,48,148,195,0.81471848487854
image_customer/33/33_2.jpg,201,130,228,322,0.7684803009033203,image_customer/71/71.jpg,199,158,279,400,0.7460281848907471
image_customer/19/19_4.jpg,197,271,428,586,0.5156991481781006,image_customer/42/42_2.jpg,267,57,137,191,0.5114479064941406
image_customer/4/4.jpg,352,123,243,342,0.5074992179870605,image_customer/51/51_2.jpg,407,80,402,519,0.5170753002166748
image_customer/69/69_3.jpg,53,51,193,270,0.5118894577026367,image_customer/70/70_4.jpg,126,23,201,286,0.5176053047180176
image_customer/2/2_2.jpg,196,35,153,222,0.5074141025543213,image_customer/47/47_2.jpg,207,52,90,123,0.516021728515625
image_customer/52/52.jpg,166,120,285,387,0.5076174736022949,image_customer/56/56_3.jpg,113,99,163,233,0.5160355567932129
image_customer/44/44_2.jpg,81,71,192,254,0.501939058303833,image_customer/64/64_3.jpg,76,25,53,72,0.5121653079986572
image_customer/39/39_3.jpg,322,421,701,902,0.5011286735534668,image_customer/59/59.jpg,215,199,196,281,0.5200023651123047
image_customer/34/34.jpg,56,54,74,104,0.5002312660217285,image_customer/51/51_2.jpg,407,80,402,519,0.5195059776306152
image_customer/48/48_2.jpg,78,-13,103,138,0.5066807270050049,image_customer/7/7.jpg,104,88,145,189,0.5196628570556641
image_customer/59/59_4.jpg,275,300,551,780,0.565112829208374,image_customer/66/66_3.jpg,356,90,222,349,0.8121333122253418
image_customer/31/31_3.jpg,199,168,403,522,0.8255553245544434,image_customer/42/42.jpg,60,33,94,133,0.8195052146911621
image_customer/22/]22_2.jpg,1283,219,556,808,0.8157601356506348,image_customer/61/61_2.jpg,152,28,147,218,0.7679812908172607
image_customer/45/45_2.jpg,753,131,246,393,0.68817138671875,image_customer/7/7.jpg,104,88,145,189,0.5043587684631348
image_customer/28/28_4.jpg,393,95,310,313,0.5173759460449219,image_customer/46/46.jpg,260,74,265,424,0.5050139427185059
image_customer/3/3_3.jpg,54,22,95,120,0.5112144947052002,image_customer/35/35_2.jpg,270,276,872,1162,0.5060074329376221
image_customer/54/54_2.jpg,257,118,260,341,0.5108850002288818,image_customer/64/64_4.jpg,958,103,179,242,0.5181388854980469
image_customer/26/26.jpg,271,226,574,821,0.5054130554199219,image_customer/66/66_4.jpg,389,91,220,347,0.5106601715087891
image_customer/5/5_2.jpg,208,38,175,239,0.5025444030761719,image_customer/68/68_4.jpg,115,58,136,169,0.5144577026367188
image_customer/36/36_2.jpg,71,39,69,98,0.5047895908355713,image_customer/44/44_3.jpg,90,472,519,779,0.5091855525970459
image_customer/43/43_4.jpg,172,37,133,191,0.5084848403930664,image_customer/56/56_2..jpg,468,94,271,404,0.5155429840087891
image_customer/47/47.jpg,122,110,243,342,0.5029287338256836,image_customer/60/60_4.jpg,367,85,280,407,0.5161185264587402
image_customer/35/35_2.jpg,270,276,872,1162,0.5105617046356201,image_customer/70/70_2.jpg,213,34,107,146,0.7372162342071533
image_customer/15/15_2.jpg,207,74,224,299,0.8299815654754639,image_customer/56/56_2..jpg,468,94,271,404,0.8055174350738525
image_customer/23/23_3.jpg,829,81,246,343,0.8154301643371582,image_customer/31/31.jpg,560,87,291,389,0.7759828567504883
image_customer/2/2.jpg,309,68,198,265,0.7725434303283691,image_customer/29/29_2.jpg,233,53,81,116,0.5523691177368164
image_customer/32/32_2.jpg,290,72,174,237,0.5218420028686523,image_customer/65/65_3.jpg,319,55,141,188,0.4998524188995361
image_customer/14/14_4.jpg,328,87,218,287,0.5268983840942383,image_customer/9/9.jpg,216,55,122,172,0.5024077892303467
image_customer/4/4_3.jpg,352,96,193,287,0.5219230651855469,image_customer/54/54.jpg,270,71,167,210,0.5047204494476318
image_customer/18/18.jpg,373,85,718,890,0.511347770690918,image_customer/24/24_4.jpg,265,315,544,713,0.5096089839935303
image_customer/40/40_2.jpg,204,52,138,183,0.5148820877075195,image_customer/49/49_2.jpg,64,27,86,127,0.5044169425964355
image_customer/27/27.jpg,219,92,272,399,0.5129520893096924,image_customer/55/55_2.jpg,59,54,114,151,0.5045528411865234
image_customer/22/22.jpg,71,28,55,78,0.5128655433654785,image_customer/54/54_3.jpg,307,65,193,261,0.5066461563110352
image_customer/50/50_4.jpg,191,58,133,171,0.5087809562683105,image_customer/69/69_3.jpg,53,51,193,270,0.5120887756347656
image_customer/20/20_2.jpg,169,65,123,156,0.5132529735565186,image_customer/71/71_3.jpg,123,23,53,70,0.5034005641937256
image_customer/24/24_3.jpg,110,42,85,104,0.7423281669616699,image_customer/25/25.jpg,97,61,173,246,0.8404767513275146
image_customer/62/62_2.jpg,115,63,131,181,0.8257639408111572,image_customer/65/65_3.jpg,319,55,141,188,0.8245151042938232
image_customer/26/26_3.jpg,281,85,210,316,0.7712960243225098,image_customer/9/9_3.jpg,387,374,627,891,0.7699806690216064
image_customer/18/18_2.jpg,337,229,556,694,0.5087380409240723,image_customer/62/62_3.jpg,80,39,56,79,0.5155661106109619
image_customer/10/10_3.jpg,234,103,125,166,0.5021743774414062,image_customer/16/16_4.jpg,113,15,71,99,0.5170693397521973
image_customer/21/21_3.jpg,176,36,183,285,0.5027744770050049,image_customer/34/34_4.jpg,298,331,583,759,0.5015265941619873
image_customer/37/37_3.jpg,83,0,102,122,0.5150930881500244,image_customer/49/49_4.jpg,50,43,156,218,0.5049543380737305
image_customer/25/25_3.jpg,304,259,405,546,0.5229144096374512,image_customer/68/68_4.jpg,115,58,136,169,0.4990146160125732
image_customer/16/16_2.jpg,355,15,236,347,0.5161974430084229,image_customer/37/37.jpg,489,147,590,923,0.5013768672943115
image_customer/58/58_2.jpg,57,55,75,100,0.5197606086730957,image_customer/65/65_2.jpg,884,202,358,497,0.5049021244049072
image_customer/20/20_4.jpg,426,84,317,377,0.5208086967468262,image_customer/71/71_2.jpg,1632,330,659,850,0.5112276077270508
image_customer/34/34_3.jpg,514,149,278,387,0.5166893005371094,image_customer/44/44_4.jpg,912,449,755,1063,0.5661520957946777
image_customer/2/2_3.jpg,504,150,301,393,0.8037936687469482,image_customer/34/34_3.jpg,514,149,278,387,0.8167433738708496
image_customer/26/26_4.jpg,960,534,797,1175,0.8357176780700684,image_customer/52/52_4.jpg,733,214,374,492,0.7493629455566406
image_customer/25/25_3.jpg,304,259,405,546,0.7715320587158203,image_customer/9/9_2.jpg,117,31,74,95,0.5178952217102051
image_customer/23/23_2.jpg,114,50,158,204,0.505516529083252,image_customer/34/34_3.jpg,514,149,278,387,0.5174634456634521
image_customer/47/47.jpg,122,110,243,342,0.5104868412017822,image_customer/70/70_4.jpg,126,23,201,286,0.517197847366333
image_customer/31/31_2.jpg,407,157,243,314,0.505089521408081,image_customer/37/37_3.jpg,83,0,102,122,0.5165114402770996
image_customer/62/62_3.jpg,80,39,56,79,0.5049121379852295,image_customer/72/72_4.jpg,143,103,104,129,0.5215680599212646
image_customer/33/33_4.jpg,321,190,317,438,0.4992945194244385,image_customer/62/62_3.jpg,80,39,56,79,0.5183491706848145
image_customer/19/19.jpg,508,142,345,486,0.5022304058074951,image_customer/34/34_4.jpg,298,331,583,759,0.5177290439605713
image_customer/33/33_4.jpg,321,190,317,438,0.5026624202728271,image_customer/71/71.jpg,199,158,279,400,0.5154178142547607
image_customer/40/40_2.jpg,204,52,138,183,0.503781795501709,image_customer/9/9_4.jpg,435,157,187,252,0.5155308246612549
